,Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region,src_FeIII_totFe
348,Arabia,Harrat_Rahat,Murcia_2015,HM-266-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41706,39.49464,46.09322971,3.193877554,16.54732752,12.78179455,9.500518311,6.955555561,0.192646583,0.760447037,3.629867188,0.34473599,0.68,-0.33,,26.0,,323.0,75.0,55.0,94.0,46.0,73.0,19.0,5.9,606.0,28.0,183.0,14.0,,0.0,108,15.0,34.0,4.6,22.0,5.2,1.8,4.7,0.7,4.8,0.9,2.3,0.3,1.9,0.3,3.8,1.0,,1.5,1.0,0.3,,,,,,88.0,0.18
349,Arabia,Harrat_Rahat,Murcia_2015,HM-267-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41489,39.49711,45.97412512,3.182512189,16.45987196,12.79511187,9.86173363,6.983283115,0.192572394,0.750018796,3.466303085,0.334467842,0.7,-0.38,,27.0,,314.0,80.0,55.0,101.0,49.0,73.0,18.0,5.2,609.0,27.0,180.0,14.0,,0.1,104,15.0,35.0,4.6,21.0,5.0,1.7,4.7,0.7,4.6,0.9,2.4,0.3,2.1,0.3,4.0,1.0,,1.4,1.0,0.3,,,,,,88.0,0.18
350,Arabia,Harrat_Rahat,Murcia_2015,HM-268-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41447,39.49706,46.02879218,3.194331249,16.47869295,12.82010875,9.664119619,6.956543608,0.192673948,0.760555059,3.559397677,0.34478496,0.7,-0.26,,28.0,,322.0,80.0,53.0,86.0,48.0,72.0,19.0,6.6,591.0,24.0,183.0,14.0,,0.1,119,15.0,35.0,4.7,22.0,5.0,1.7,4.8,0.8,4.5,0.9,2.4,0.3,2.2,0.3,4.0,1.0,,1.4,1.0,0.3,,,,,,88.0,0.18
351,Arabia,Harrat_Rahat,Murcia_2015,HM-269-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41433,39.49683,45.88817929,3.1671761,16.43036663,12.67203762,10.08576467,6.949337851,0.194745456,0.768732063,3.505418208,0.338242108,0.68,0.79,,26.0,,312.0,76.0,61.0,93.0,52.0,71.0,18.0,7.7,606.0,29.0,180.0,14.0,,0.1,124,15.0,34.0,4.4,21.0,4.7,1.8,4.7,0.7,4.3,0.8,2.3,0.3,2.1,0.3,3.9,1.0,,1.5,0.9,0.3,,,,,,88.0,0.18
352,Arabia,Harrat_Rahat,Murcia_2015,HM-270-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41383,39.49664,46.1271374,3.198634062,16.57013911,12.88783311,9.393456992,6.974236926,0.192322934,0.749047217,3.563035411,0.344156829,0.7,-0.44,,27.0,,318.0,78.0,58.0,88.0,43.0,72.0,18.0,5.5,600.0,28.0,183.0,14.0,,0.1,117,15.0,35.0,4.5,22.0,5.0,1.8,4.7,0.7,4.6,0.9,2.4,0.3,2.0,0.3,4.1,1.0,,1.4,1.0,0.3,,,,,,88.0,0.18
353,Arabia,Harrat_Rahat,Murcia_2015,HM-274-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41208,39.497,46.32753384,3.103376829,16.43978379,12.45637651,10.05047855,6.876109445,0.192693333,0.791056839,3.417771214,0.344819648,0.7,-0.38,,25.0,,306.0,79.0,52.0,82.0,47.0,70.0,17.0,6.6,599.0,30.0,183.0,14.0,,0.2,126,15.0,35.0,4.7,21.0,4.9,1.7,4.9,0.7,4.5,0.9,2.3,0.3,2.1,0.3,3.9,1.0,,1.7,1.1,0.4,,,,,,88.0,0.18
354,Arabia,Harrat_Rahat,Murcia_2015,HM-275-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.412,39.49714,46.22157843,3.144741806,16.38737207,12.54963127,10.02641706,6.830624247,0.193993813,0.775975251,3.532729431,0.336936622,0.7,0.26,,26.0,,310.0,78.0,52.0,92.0,44.0,70.0,18.0,7.9,601.0,26.0,186.0,15.0,,0.1,105,15.0,35.0,4.6,21.0,4.9,1.6,4.7,0.7,4.4,0.8,2.2,0.3,2.0,0.3,3.9,1.0,,1.4,1.2,0.4,,,,,,88.0,0.18
355,Arabia,Harrat_Rahat,Murcia_2015,HM-276-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41169,39.49778,46.11013799,3.189817874,16.43670484,12.69651335,9.914847913,6.897727186,0.193014457,0.761899174,3.453942921,0.345394292,0.7,-0.12,,27.0,,311.0,78.0,55.0,92.0,47.0,72.0,18.0,7.9,601.0,28.0,183.0,14.0,,0.2,138,15.0,35.0,4.5,21.0,5.1,1.7,4.9,0.7,4.3,0.8,2.3,0.3,2.0,0.3,4.0,1.0,,1.4,1.0,0.4,,,,,,88.0,0.18
356,Arabia,Harrat_Rahat,Murcia_2015,HM-277-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.40975,39.49842,46.15764828,3.215363013,16.52170806,12.80097289,9.474198562,6.926175043,0.192112884,0.768451538,3.599588781,0.343780951,0.7,-0.66,,26.0,,319.0,79.0,60.0,99.0,46.0,71.0,18.0,7.3,604.0,27.0,182.0,14.0,,0.1,98,15.0,35.0,4.7,20.0,4.9,1.7,4.8,0.7,4.3,0.9,2.3,0.3,2.0,0.3,3.8,1.1,,1.5,1.0,0.3,,,,,,88.0,0.18
357,Arabia,Harrat_Rahat,Murcia_2015,HM-278-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.40931,39.49903,45.98881589,3.197897793,16.55800413,12.7430745,9.654605719,6.872942242,0.192889073,0.761404237,3.685196505,0.345169921,0.7,-0.15,,27.0,,322.0,79.0,54.0,90.0,45.0,73.0,19.0,6.1,594.0,27.0,185.0,15.0,,0.1,114,15.0,35.0,4.7,22.0,4.9,1.7,4.7,0.8,4.5,0.9,2.4,0.3,2.0,0.3,4.0,1.0,,1.4,1.0,0.3,,,,,,88.0,0.18
358,Arabia,Harrat_Rahat,Murcia_2015,HM-279-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.41003,39.49853,45.74406633,3.155465189,16.42877682,12.59361425,10.36214053,6.860592057,0.193399479,0.763418997,3.542264148,0.356262199,0.68,-0.39,,26.0,,310.0,81.0,52.0,81.0,48.0,72.0,18.0,5.2,618.0,27.0,184.0,15.0,,0.1,130,14.0,34.0,4.5,21.0,4.8,1.6,4.5,0.7,4.3,0.9,2.3,0.3,2.1,0.3,3.8,1.0,,1.4,1.0,0.3,,,,,,88.0,0.18
359,Arabia,Harrat_Rahat,Murcia_2015,HM-301-1B,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.40914,39.49814,46.13569504,3.230308762,16.60723,12.89305339,9.417514572,6.956809152,0.192400835,0.759476982,3.463215036,0.344296232,0.68,-0.45,,27.0,,320.0,75.0,57.0,93.0,44.0,73.0,18.0,7.3,600.0,23.0,182.0,14.0,,0.1,104,14.0,34.0,4.6,21.0,4.9,1.7,4.6,0.8,4.5,0.9,2.3,0.3,2.1,0.3,3.8,1.0,,1.5,1.0,0.3,,,,,,88.0,0.18
360,Arabia,Harrat_Rahat,Murcia_2015,HM-301-2B,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.40914,39.49814,46.1926907,3.22180043,16.57651893,12.84877387,9.451969714,6.921281049,0.193104758,0.77241903,3.486049045,0.335392474,0.7,-0.11,,27.0,,315.0,77.0,65.0,89.0,47.0,73.0,18.0,6.4,607.0,27.0,182.0,15.0,,0.0,96,15.0,35.0,4.6,21.0,4.9,1.7,4.8,0.7,4.6,0.8,2.3,0.3,2.2,0.3,4.1,1.0,,1.5,1.0,0.3,,,,,,88.0,0.18
361,Arabia,Harrat_Rahat,Murcia_2015,HM-301-3B,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / AL-DU+AF4-AYTHAH CONES,,,0.0008,0.0,Historic,24.40914,39.49814,46.09507905,3.197112595,16.65331434,12.81797713,9.449693555,6.940567215,0.192231454,0.758808369,3.551223167,0.343993127,0.7,-0.63,,27.0,,320.0,77.0,57.0,102.0,49.0,73.0,19.0,7.4,596.0,24.0,182.0,14.0,,0.0,116,15.0,35.0,4.6,22.0,4.9,1.8,4.9,0.7,4.6,0.9,2.3,0.3,1.8,0.3,4.0,1.1,,1.4,1.0,0.3,,,,,,88.0,0.18
513,Arabia,Harrat_Rahat,Downs_2019,R17AC132,Medinah,badh,,,,0.2089,0.0169,Ar-Ar,24.01406645,39.81191864,47.36,2.529,16.41,12.68,9.48,6.91,0.199,0.68,3.35,0.413,0.7938,0.0,,26.7,,256.0,185.0,,99.0,78.0,92.0,20.0,3.8,479.0,27.57,198.0,14.38,,0.02,107,16.49,39.69,5.52,23.91,5.83,2.13,6.09,1.0,5.96,1.14,2.95,0.4,2.38,0.36,4.41,0.99,,1.37,1.02,0.22,,,,,,,0.18
514,Arabia,Harrat_Rahat,Downs_2019,R15MS028,Medinah,bag,,,,0.2168,0.0135,Ar-Ar,24.34803037,39.84691036,47.65,2.365,16.55,12.22,8.87,6.48,0.205,1.0,3.96,0.706,1.201,0.0,,22.8,,199.0,133.0,,85.0,49.0,97.0,21.0,8.9,563.0,31.81,256.0,22.92,,0.1,135,25.66,60.05,8.0,33.93,7.73,2.73,7.63,1.2,6.86,1.31,3.24,0.44,2.63,0.4,5.55,1.56,,1.98,1.65,0.55,,,,,,,0.18
515,Arabia,Harrat_Rahat,Downs_2019,R15MS029,Medinah,bag,,,,0.2225,0.0106,Ar-Ar,24.3659901,39.85874254,47.61,2.386,16.38,12.6,8.36,6.03,0.219,1.13,4.41,0.866,1.3730000000000002,0.0,,19.9,,168.0,101.0,,91.0,50.0,102.0,20.0,9.7,572.0,35.75,288.0,25.48,,0.09,144,29.36,68.65,9.21,38.96,8.83,3.06,8.67,1.35,7.65,1.47,3.72,0.49,2.95,0.45,6.22,1.7,,2.14,1.79,0.59,,,,,,,0.18
516,Arabia,Harrat_Rahat,Downs_2019,R16MS076,Medinah,bag,,,,0.2203,0.0083,Stratigraphic,24.35963593,39.88941906,47.71,2.407,16.38,12.64,8.29,6.36,0.22,1.05,4.13,0.817,1.3228,0.0,,21.1,,174.0,111.0,,112.0,52.0,99.0,21.0,9.1,578.0,35.5,289.0,24.59,,0.1,140,27.98,66.14,8.83,37.55,8.63,3.01,8.54,1.29,7.68,1.46,3.65,0.49,2.94,0.45,6.1,1.63,,2.1,1.73,0.58,,,,,,,0.18
517,Arabia,Harrat_Rahat,Downs_2019,R14AC063,Medinah,bam2,,,,0.22,0.04,Stratigraphic,24.25666951,39.83721192,47.56,2.701,17.11,12.51,8.4,5.89,0.195,0.97,4.17,0.49,1.0804,0.0,,21.8,,248.0,14.0,,48.0,42.0,94.0,21.0,8.5,615.0,29.06,258.0,21.21,,0.1,130,23.61,54.02,7.17,29.95,6.88,2.41,6.83,1.08,6.26,1.19,3.04,0.41,2.52,0.36,5.66,1.62,,1.91,1.68,0.6,,,,,,,0.18
518,Arabia,Harrat_Rahat,Downs_2019,R14DS008,Medinah,bam2,,,,0.22,0.04,Stratigraphic,24.26479049,39.82365055,48.09,2.401,17.1,12.28,8.31,5.32,0.206,1.08,4.39,0.823,1.3804,0.0,,19.2,,162.0,77.0,,61.0,50.0,92.0,19.0,8.7,658.0,35.0,283.0,25.97,,0.09,162,29.84,69.02,9.12,38.56,8.7,3.11,8.46,1.34,7.59,1.43,3.57,0.48,2.94,0.44,5.87,1.72,,2.3,1.89,0.62,,,,,,,0.18
519,Arabia,Harrat_Rahat,Downs_2019,R15DD028,Medinah,baq,,,,0.41,0.05,Stratigraphic,24.06499691,39.66579801,47.87,2.434,16.42,12.79,8.85,6.65,0.204,0.78,3.63,0.377,0.7673999999999999,0.0,,25.4,,232.0,142.0,,77.0,62.0,98.0,20.0,5.9,493.0,26.51,218.0,17.12,,0.06,112,15.97,38.37,5.2,22.71,5.56,2.07,5.76,0.94,5.62,1.07,2.79,0.38,2.34,0.37,4.83,1.15,,1.67,1.19,0.41,,,,,,,0.18
520,Arabia,Harrat_Rahat,Downs_2019,R16MS057,Medinah,basu,,,,0.4444,0.0068,Ar-Ar,24.03595688,39.83086827,46.59,3.066,16.48,13.35,8.89,6.53,0.202,0.77,3.57,0.548,0.9008,0.0,,24.7,,266.0,89.0,,76.0,63.0,97.0,20.0,5.3,523.0,28.97,206.0,17.63,,0.03,102,19.05,45.04,6.11,26.41,6.41,2.35,6.58,1.06,6.13,1.18,2.93,0.4,2.43,0.37,4.63,1.26,,1.53,1.17,0.39,,,,,,,0.18
521,Arabia,Harrat_Rahat,Downs_2019,R16MS089,Medinah,basu,,,,0.4716,0.0097,Ar-Ar,24.04302226,39.88518923,46.59,3.014,16.41,12.94,9.35,6.56,0.198,0.75,3.67,0.52,0.8616,0.0,,26.5,,271.0,112.0,,80.0,65.0,94.0,20.0,5.3,504.0,28.23,196.0,17.14,,0.02,100,18.14,43.08,5.87,25.58,6.17,2.27,6.29,1.02,6.11,1.16,2.93,0.39,2.35,0.35,4.44,1.21,,1.46,1.12,0.29,,,,,,,0.18
522,Arabia,Harrat_Rahat,Downs_2019,R14DS011,Medinah,bay,,,,0.41,0.05,Stratigraphic,24.25068047,39.97959559,47.97,2.421,16.45,12.61,8.61,5.67,0.208,1.15,4.21,0.699,1.2574,0.0,,21.3,,187.0,104.0,,70.0,58.0,99.0,21.0,9.7,531.0,32.19,273.0,26.3,,0.1,168,27.47,62.87,8.22,34.98,7.99,2.77,7.78,1.21,6.98,1.35,3.31,0.45,2.73,0.41,5.99,1.8,,2.28,2.07,0.66,,,,,,,0.18
523,Arabia,Harrat_Rahat,Downs_2019,R15DS208,Medinah,bay,,,,0.41,0.05,Stratigraphic,24.26872157,39.98146769,48.09,2.459,16.67,12.63,8.21,5.45,0.22,1.16,4.28,0.829,1.364,0.37,,20.5,,172.0,62.0,,55.0,54.0,100.0,20.0,10.5,577.0,34.41,280.0,27.72,,0.12,166,29.54,68.2,9.02,37.97,8.53,3.04,8.45,1.27,7.47,1.4,3.57,0.48,2.89,0.42,6.02,1.83,,2.35,2.1,0.69,,,,,,,0.18
524,Arabia,Harrat_Rahat,Downs_2019,R15TS187,Medinah,bbsh,,,,0.515,0.055,Stratigraphic,24.18616963,39.7652149,46.69,3.094,16.56,12.87,8.71,5.94,0.206,1.03,4.07,0.825,1.179,0.0,,23.1,,227.0,74.0,,82.0,62.0,97.0,20.0,8.8,547.0,34.41,249.0,23.8,,0.06,145,25.17,58.95,7.98,34.86,8.15,2.83,8.05,1.25,7.23,1.41,3.49,0.48,2.88,0.44,5.45,1.65,,1.48,1.57,0.56,,,,,,,0.18
525,Arabia,Harrat_Rahat,Downs_2019,R14AC008,Medinah,bcef,,,,0.028,0.017,Stratigraphic,24.33606958,39.84428776,45.82,3.439,16.02,13.21,9.07,7.61,0.186,0.74,3.58,0.316,0.7178,0.0,,25.2,,308.0,175.0,,124.0,57.0,92.0,20.0,6.2,590.0,22.46,199.0,17.48,,0.06,95,15.34,35.89,4.87,20.76,5.09,1.97,5.1,0.85,4.86,0.91,2.31,0.31,1.89,0.28,4.42,1.3,,1.3,1.07,0.37,,,,,,,0.18
526,Arabia,Harrat_Rahat,Downs_2019,R14TS011,Medinah,bcef,,,,0.028,0.017,Stratigraphic,24.33177493,39.84838917,45.41,3.627,16.27,13.2,9.38,6.95,0.22,0.82,3.55,0.561,0.937,0.24,,24.2,,306.0,99.0,,99.0,52.0,97.0,20.0,8.0,622.0,26.61,214.0,19.56,,0.17,163,20.81,46.85,6.18,26.95,6.25,2.21,6.25,0.98,5.62,1.07,2.71,0.37,2.14,0.32,4.73,1.38,,2.51,1.51,0.74,,,,,,,0.18
527,Arabia,Harrat_Rahat,Downs_2019,R14TS024,Medinah,bcef,,,,0.028,0.017,Stratigraphic,24.41482574,39.89999373,45.82,3.652,16.25,13.27,8.91,7.14,0.204,0.79,3.54,0.415,0.8766,0.0,,23.5,,314.0,95.0,,105.0,52.0,93.0,20.0,6.9,642.0,24.17,214.0,19.72,,0.1,135,18.57,43.83,5.7,24.13,5.93,2.16,5.84,0.92,5.27,1.0,2.55,0.34,2.03,0.3,4.75,1.38,,2.22,1.35,0.53,,,,,,,0.18
528,Arabia,Harrat_Rahat,Downs_2019,R16MS071,Medinah,bcef,,,,0.028,0.017,Stratigraphic,24.33854176,39.84956779,45.91,3.653,16.26,13.16,9.13,6.82,0.19,0.87,3.61,0.39,0.8764,0.0,,24.2,,312.0,86.0,,93.0,50.0,88.0,20.0,7.3,648.0,25.09,217.0,19.89,,0.08,109,18.91,43.82,5.89,25.25,5.99,2.23,5.96,0.93,5.35,1.02,2.55,0.34,2.09,0.3,4.72,1.38,,1.61,1.3,0.49,,,,,,,0.18
529,Arabia,Harrat_Rahat,Downs_2019,R14AC065,Medinah,bd3,,,,0.3181,0.0171,Ar-Ar,24.1396363,40.0164107,47.96,2.304,16.73,12.37,8.8,6.22,0.198,0.88,4.04,0.497,0.8994,0.0,,24.0,,204.0,118.0,,71.0,68.0,92.0,19.0,6.6,504.0,28.33,222.0,17.59,,0.07,147,18.97,44.97,6.09,26.64,6.32,2.38,6.44,1.02,5.97,1.14,2.95,0.39,2.41,0.38,4.64,1.19,,1.54,1.17,0.39,,,,,,,0.18
530,Arabia,Harrat_Rahat,Downs_2019,R14AC066,Medinah,bd3,,,,0.3,0.0061,Ar-Ar,24.15709784,40.00073155,48.0,2.433,16.56,12.15,8.94,6.29,0.201,0.89,4.03,0.507,0.897,0.0,,25.1,,224.0,130.0,,75.0,70.0,93.0,20.0,6.8,491.0,28.48,228.0,17.88,,0.06,138,18.85,44.85,6.09,26.68,6.54,2.39,6.49,1.03,6.07,1.19,2.99,0.39,2.36,0.38,4.8,1.2,,1.59,1.2,0.4,,,,,,,0.18
531,Arabia,Harrat_Rahat,Downs_2019,R14TS055,Medinah,bd3,,,,0.3077,0.0046,Ar-Ar,24.13851689,39.94899834,48.16,2.442,16.55,12.48,9.01,5.97,0.2,0.91,3.78,0.492,0.9032,0.18,,25.5,,223.0,116.0,,68.0,67.0,95.0,21.0,6.7,527.0,29.16,231.0,18.18,,0.09,143,19.22,45.16,6.2,27.08,6.62,2.39,6.61,1.05,6.1,1.18,3.03,0.41,2.44,0.37,4.87,1.2,,1.67,1.21,0.44,,,,,,,0.18
532,Arabia,Harrat_Rahat,Downs_2019,R17TS225,Medinah,bdg,,,,0.41,0.05,Stratigraphic,24.03103347,39.81765979,47.43,2.504,16.38,12.09,9.14,7.27,0.19,0.83,3.74,0.423,0.8858,0.0,,25.0,,252.0,192.0,,124.0,71.0,94.0,20.0,7.5,500.0,26.26,210.0,18.59,,0.07,109,19.08,44.29,5.85,24.57,5.88,2.15,5.96,0.94,5.63,1.08,2.79,0.37,2.23,0.34,4.64,1.29,,1.65,1.45,0.37,,,,,,,0.18
533,Arabia,Harrat_Rahat,Downs_2019,R15TS193,Medinah,bdr,,,,0.2327,0.0159,Ar-Ar,24.14245725,39.65653358,46.76,2.443,16.69,12.11,9.79,7.48,0.184,0.72,3.47,0.364,0.798,0.0,,26.3,,262.0,140.0,,103.0,70.0,86.0,19.0,6.4,543.0,25.26,194.0,16.67,,0.1,95,17.26,39.9,5.23,22.61,5.43,1.96,5.49,0.9,5.26,1.02,2.59,0.36,2.17,0.32,4.3,1.14,,1.5,1.2,0.36,,,,,,,0.18
534,Arabia,Harrat_Rahat,Downs_2019,R16MS080,Medinah,bdy,,,,0.1392,0.0113,Ar-Ar,24.32796392,39.79669741,47.15,2.475,16.06,11.97,9.75,7.42,0.199,0.86,3.43,0.69,1.045,0.0,,28.1,,236.0,216.0,,117.0,63.0,91.0,20.0,7.1,506.0,30.89,216.0,19.16,,0.08,145,21.9,52.25,7.07,30.7,7.26,2.55,7.29,1.14,6.55,1.25,3.2,0.43,2.53,0.38,4.77,1.33,,1.81,1.4,0.39,,,,,,,0.18
535,Arabia,Harrat_Rahat,Downs_2019,R15DD117,Medinah,bef,,,,0.515,0.055,Stratigraphic,24.10795995,40.0210701,47.6,2.565,16.98,12.69,8.56,5.85,0.204,0.98,4.04,0.538,0.9702,0.0,,21.6,,213.0,32.0,,51.0,51.0,96.0,20.0,7.2,587.0,28.85,234.0,19.51,,0.05,138,20.65,48.51,6.49,28.06,6.69,2.46,6.67,1.07,6.24,1.18,3.03,0.41,2.47,0.37,5.1,1.32,,1.76,1.33,0.52,,,,,,,0.18
536,Arabia,Harrat_Rahat,Downs_2019,R15DS180,Medinah,bef,,,,0.515,0.055,Stratigraphic,24.11946977,40.0458298,47.77,2.543,17.1,12.77,8.58,5.73,0.201,0.89,3.86,0.562,0.9898,0.0,,21.9,,205.0,31.0,,50.0,56.0,95.0,20.0,6.1,573.0,29.61,234.0,19.57,,0.05,149,21.05,49.49,6.63,28.34,6.89,2.49,6.83,1.08,6.39,1.21,3.06,0.42,2.51,0.38,5.04,1.33,,1.68,1.34,0.68,,,,,,,0.18
537,Arabia,Harrat_Rahat,Downs_2019,R15TS184,Medinah,bfa,,,,0.515,0.055,Stratigraphic,24.16736275,39.75862545,47.73,1.555,16.67,10.97,11.56,8.13,0.173,0.32,2.73,0.168,0.3408,0.11,,33.6,,267.0,227.0,,110.0,103.0,79.0,19.0,2.7,339.0,20.32,96.0,7.37,,0.02,148,6.71,17.04,2.48,11.87,3.36,1.28,3.91,0.67,4.2,0.81,2.19,0.3,1.8,0.27,2.42,0.53,,0.89,0.42,0.14,,,,,,,0.18
538,Arabia,Harrat_Rahat,Downs_2019,R15TS185,Medinah,bfa,,,,0.515,0.055,Stratigraphic,24.16646674,39.76262662,47.58,1.452,15.38,11.35,10.62,10.31,0.177,0.32,2.68,0.15,0.3246,0.0,,32.8,,252.0,495.0,,260.0,131.0,80.0,18.0,2.5,272.0,21.54,90.0,7.67,,0.02,63,6.45,16.23,2.38,11.28,3.28,1.2,3.85,0.68,4.31,0.88,2.29,0.32,1.98,0.31,2.26,0.53,,0.81,0.43,0.14,,,,,,,0.18
539,Arabia,Harrat_Rahat,Downs_2019,R14AC011,Medinah,bg1,,,,0.675,0.105,Stratigraphic,24.20242366,39.88262374,47.58,2.63,16.67,12.83,8.62,5.53,0.199,0.99,4.37,0.583,1.0628,0.0,,21.4,,204.0,35.0,,47.0,53.0,96.0,20.0,9.1,529.0,33.17,247.0,25.44,,0.08,137,22.3,53.14,7.19,31.26,7.52,2.56,7.38,1.18,7.06,1.36,3.45,0.46,2.8,0.42,5.41,1.7,,1.76,1.46,0.52,,,,,,,0.18
540,Arabia,Harrat_Rahat,Downs_2019,R14DS063,Medinah,bg1,,,,0.675,0.105,Stratigraphic,24.21659932,39.89098348,48.0,2.101,16.39,12.51,8.85,6.63,0.198,0.96,3.9,0.466,0.9852,0.0,,23.5,,204.0,181.0,,100.0,74.0,92.0,19.0,8.8,440.0,29.47,257.0,23.23,,0.06,130,21.57,49.26,6.49,26.89,6.27,2.17,6.07,1.0,6.12,1.2,3.09,0.42,2.58,0.4,5.36,1.61,,1.7,1.49,0.51,,,,,,,0.18
541,Arabia,Harrat_Rahat,Downs_2019,R14DS065,Medinah,bg1,,,,0.675,0.105,Stratigraphic,24.22163125,39.89226917,47.94,2.106,16.35,12.17,9.26,6.58,0.198,0.93,4.02,0.452,0.9538,0.0,,23.7,,208.0,177.0,,95.0,82.0,92.0,19.0,8.6,438.0,29.31,249.0,22.36,,0.06,122,20.75,47.69,6.24,26.16,6.15,2.12,6.24,1.01,6.01,1.17,3.06,0.43,2.61,0.39,5.19,1.47,,1.68,1.42,0.51,,,,,,,0.18
542,Arabia,Harrat_Rahat,Downs_2019,R15DD103,Medinah,bg1,,,,0.675,0.105,Stratigraphic,24.21831169,39.88850393,48.22,2.317,16.65,12.51,8.57,5.5,0.208,1.12,4.28,0.623,1.123,0.44,,22.3,,182.0,118.0,,73.0,68.0,94.0,19.0,10.4,520.0,30.69,276.0,26.76,,0.09,150,24.43,56.15,7.32,30.37,6.8,2.55,6.8,1.07,6.43,1.23,3.19,0.45,2.7,0.43,5.79,1.93,,1.65,1.87,0.73,,,,,,,0.18
543,Arabia,Harrat_Rahat,Downs_2019,R16MS093,Medinah,bg1,,,,0.675,0.105,Stratigraphic,24.21941859,39.87042126,48.18,2.267,16.65,12.41,8.48,5.62,0.21,1.15,4.29,0.74,1.3112,0.04,,22.2,,179.0,118.0,,69.0,67.0,92.0,20.0,10.3,568.0,33.95,282.0,27.69,,0.11,163,28.78,65.56,8.55,35.57,7.99,2.74,7.69,1.21,7.13,1.37,3.54,0.47,2.87,0.45,5.94,1.83,,4.23,2.0,0.66,,,,,,,0.18
544,Arabia,Harrat_Rahat,Downs_2019,R15DD041,Medinah,bgh,,,,0.99,0.21,Stratigraphic,24.05915288,39.77166939,48.03,1.403,16.4,10.49,11.53,8.81,0.168,0.34,2.66,0.168,0.3746,0.0,,30.7,,251.0,285.0,,137.0,95.0,78.0,17.0,5.0,330.0,19.68,101.0,9.62,,0.01,86,7.86,18.73,2.59,11.77,3.26,1.22,3.73,0.65,4.12,0.81,2.12,0.29,1.77,0.27,2.49,0.65,,0.73,0.61,0.13,,,,,,,0.18
545,Arabia,Harrat_Rahat,Downs_2019,R15DD043,Medinah,bgh,,,,0.99,0.21,Stratigraphic,24.05574253,39.77274073,48.16,1.491,16.05,10.82,11.44,8.67,0.172,0.35,2.67,0.17,0.3928,0.0,,33.2,,259.0,335.0,,146.0,109.0,80.0,18.0,3.3,321.0,20.78,106.0,10.1,,0.01,64,8.17,19.64,2.73,12.41,3.41,1.29,3.99,0.68,4.32,0.83,2.26,0.3,1.81,0.29,2.59,0.69,,0.81,0.64,0.13,,,,,,,0.18
546,Arabia,Harrat_Rahat,Downs_2019,R15DD046,Medinah,bgh,,,,0.99,0.21,Stratigraphic,24.08523543,39.82209572,47.85,1.6,16.16,11.02,12.05,7.95,0.174,0.33,2.7,0.165,0.3678,0.02,,33.3,,279.0,244.0,,112.0,110.0,81.0,18.0,2.7,332.0,21.48,99.0,10.34,,0.02,92,7.78,18.39,2.57,11.92,3.34,1.32,3.96,0.7,4.4,0.87,2.31,0.31,1.87,0.29,2.45,0.68,,0.68,0.6,0.19,,,,,,,0.18
